seed,episode,t,env_name,condition,metabolic_load,agent_id,action,energy_true,energy_model,energy_pred,distress_self,distress_other_est,distress_coupled,pe,valence,arousal,Ns,internal,efference,g_eff,precision_eff,has_food,partner_alive,transfer_event,lesion_mode
54,54,11,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6199999999999997,0.8040058898925778,0.6380117797851559,0.0,0.7,0.7,-0.018011779785156223,0.0,0.7180117797851562,0.8917637676935988,0.8901738828518512,0.8496816048472725,2.041067361678934,1.3669882202148438,0,0,0,none
54,54,12,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5849999999999996,0.7820029449462886,0.6290058898925779,0.0,0.7,0.7,-0.044005889892578254,0.0,0.7440058898925782,0.890667733395343,0.8903714230692479,0.8618885503138651,1.9940037031543318,1.359005889892578,0,0,0,none
54,54,13,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5499999999999996,0.7535014724731441,0.6070029449462886,0.0,0.7,0.7,-0.05700294494628899,0.0,0.757002944946289,0.8924489141757221,0.8912024195118375,0.8706827110732569,1.9756483030468877,1.3720029449462892,0,0,0,none
54,54,14,SocialCorridorWorld,social_affective_direct,medium,possessor,GET,0.5149999999999996,0.7217507362365718,0.5785014724731441,0.0,0.7,0.7,-0.06350147247314453,0.0,0.7635014724731445,0.8933328990613382,0.8920546113316378,0.8770942811507711,1.9488577261023725,1.3785014724731446,1,0,0,none
54,54,15,SocialCorridorWorld,social_affective_direct,medium,possessor,EAT,0.6799999999999995,0.7883753681182857,0.5467507362365718,0.0,0.7,0.7,0.13324926376342772,0.0,0.8332492637634277,0.8937732543999841,0.8927420685589764,0.8817886173732328,1.9182245706915855,1.3817507362365722,0,0,0,none
54,54,16,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6449999999999995,0.8041876840591426,0.6133753681182856,0.0,0.7,0.7,0.03162463188171383,0.0,0.7316246318817138,0.8984319582173628,0.8950180244223309,0.8857574394879622,1.9275797634422027,1.4166246318817137,0,0,0,none
54,54,17,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6099999999999994,0.7945938420295711,0.6291876840591426,0.0,0.7,0.7,-0.019187684059143173,0.0,0.7191876840591431,0.8916027272725797,0.8936519055624303,0.8881257793103026,1.8306791739399282,1.3658123159408568,0,0,0,none
55,55,0,SocialCorridorWorld,social_affective_direct,medium,possessor,LEFT,0.6449999999999999,0.7349999999999999,0.575,0.0,0.49999999999999994,0.49999999999999994,0.06999999999999995,1.1102230246251565e-16,0.5699999999999998,0.5,0.2,0.06000000000000001,1.0,1.0,0,1,0,none
55,55,1,SocialCorridorWorld,social_affective_direct,medium,possessor,LEFT,0.5899999999999999,0.7293749999999999,0.6012499999999998,0.0,0.5349999999999999,0.5349999999999999,-0.011249999999999982,0.0,0.5462499999999999,0.6279031187790312,0.37116124751161245,0.15334837425348374,2.2469759999999996,1.285,0,1,0,none
55,55,2,SocialCorridorWorld,social_affective_direct,medium,possessor,LEFT,0.5349999999999998,0.7034374999999998,0.5868749999999999,0.0,0.57,0.57,-0.051875000000000115,0.0,0.6218750000000001,0.8444672875671899,0.5604836635338435,0.2754889610375917,2.211512668803185,1.2731249999999998,0,1,0,none
55,55,3,SocialCorridorWorld,social_affective_direct,medium,possessor,GET,0.4999999999999998,0.6773437499999998,0.5521874999999998,0.022656250000000155,0.605,0.6276562500000001,-0.05218750000000005,0.0,0.6798437500000002,0.8839231238560098,0.68985944766271,0.3998001070251272,2.2458625673551986,1.3109375,1,1,0,none
55,55,4,SocialCorridorWorld,social_affective_direct,medium,possessor,EAT,0.6649999999999998,0.7540039062499998,0.5116796874999998,0.0,0.6399999999999999,0.6399999999999999,0.1533203125,0.0,0.7933203124999999,0.8880199692316973,0.769123656290305,0.5105971718046806,2.2595832125977355,1.3399218750000002,0,1,0,none
55,55,5,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6299999999999998,0.7763769531249998,0.5852539062499998,0.0,0.6749999999999999,0.6749999999999999,0.04474609374999994,0.0,0.7197460937499999,0.8957799850932409,0.8197861878114794,0.6033538766067202,2.3109955362234134,1.3966601562499998,0,1,0,none
55,55,6,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5949999999999998,0.7731884765624998,0.6013769531249997,0.0,0.7,0.7,-0.006376953124999973,0.0,0.7063769531249999,0.8907871252118795,0.8481865627716394,0.676803682456196,2.2181513195827423,1.359873046875,0,1,0,none
55,55,7,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5599999999999997,0.7540942382812497,0.5981884765624998,0.0,0.7,0.7,-0.03818847656250013,0.0,0.7381884765625001,0.8898647241870227,0.8648578273377927,0.7332199259206751,2.1707069631592524,1.3531884765625,0,1,0,none
55,55,8,SocialCorridorWorld,social_affective_direct,medium,possessor,GET,0.5249999999999997,0.7270471191406247,0.5790942382812496,0.0,0.7,0.7,-0.05409423828124993,0.0,0.7540942382812499,0.8920518260483734,0.875735426822025,0.7759745761910801,2.1561133603241496,1.36909423828125,1,0,0,none
55,55,9,SocialCorridorWorld,social_affective_direct,medium,possessor,EAT,0.6899999999999997,0.7960235595703122,0.5520471191406247,0.0,0.7,0.7,0.13795288085937507,0.0,0.837952880859375,0.8931354454324821,0.8826954342662079,0.8079908336136183,2.129625379368494,1.377047119140625,0,0,0,none
55,55,10,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6549999999999997,0.8130117797851559,0.6210235595703122,0.0,0.7,0.7,0.033976440429687504,0.0,0.7339764404296875,0.8987417476607366,0.8891139596240194,0.8323277714167387,2.150427710274199,1.4189764404296876,0,0,0,none
55,55,11,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6199999999999997,0.8040058898925778,0.6380117797851559,0.0,0.7,0.7,-0.018011779785156223,0.0,0.7180117797851562,0.8917637676935988,0.8901738828518512,0.8496816048472725,2.041067361678934,1.3669882202148438,0,0,0,none
55,55,12,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5849999999999996,0.7820029449462886,0.6290058898925779,0.0,0.7,0.7,-0.044005889892578254,0.0,0.7440058898925782,0.890667733395343,0.8903714230692479,0.8618885503138651,1.9940037031543318,1.359005889892578,0,0,0,none
55,55,13,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5499999999999996,0.7535014724731441,0.6070029449462886,0.0,0.7,0.7,-0.05700294494628899,0.0,0.757002944946289,0.8924489141757221,0.8912024195118375,0.8706827110732569,1.9756483030468877,1.3720029449462892,0,0,0,none
55,55,14,SocialCorridorWorld,social_affective_direct,medium,possessor,GET,0.5149999999999996,0.7217507362365718,0.5785014724731441,0.0,0.7,0.7,-0.06350147247314453,0.0,0.7635014724731445,0.8933328990613382,0.8920546113316378,0.8770942811507711,1.9488577261023725,1.3785014724731446,1,0,0,none
55,55,15,SocialCorridorWorld,social_affective_direct,medium,possessor,EAT,0.6799999999999995,0.7883753681182857,0.5467507362365718,0.0,0.7,0.7,0.13324926376342772,0.0,0.8332492637634277,0.8937732543999841,0.8927420685589764,0.8817886173732328,1.9182245706915855,1.3817507362365722,0,0,0,none
55,55,16,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6449999999999995,0.8041876840591426,0.6133753681182856,0.0,0.7,0.7,0.03162463188171383,0.0,0.7316246318817138,0.8984319582173628,0.8950180244223309,0.8857574394879622,1.9275797634422027,1.4166246318817137,0,0,0,none
55,55,17,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6099999999999994,0.7945938420295711,0.6291876840591426,0.0,0.7,0.7,-0.019187684059143173,0.0,0.7191876840591431,0.8916027272725797,0.8936519055624303,0.8881257793103026,1.8306791739399282,1.3658123159408568,0,0,0,none
56,56,0,SocialCorridorWorld,social_affective_direct,medium,possessor,LEFT,0.6449999999999999,0.7349999999999999,0.575,0.0,0.49999999999999994,0.49999999999999994,0.06999999999999995,1.1102230246251565e-16,0.5699999999999998,0.5,0.2,0.06000000000000001,1.0,1.0,0,1,0,none
56,56,1,SocialCorridorWorld,social_affective_direct,medium,possessor,LEFT,0.5899999999999999,0.7293749999999999,0.6012499999999998,0.0,0.5349999999999999,0.5349999999999999,-0.011249999999999982,0.0,0.5462499999999999,0.6279031187790312,0.37116124751161245,0.15334837425348374,2.2469759999999996,1.285,0,1,0,none
56,56,2,SocialCorridorWorld,social_affective_direct,medium,possessor,LEFT,0.5349999999999998,0.7034374999999998,0.5868749999999999,0.0,0.57,0.57,-0.051875000000000115,0.0,0.6218750000000001,0.8444672875671899,0.5604836635338435,0.2754889610375917,2.211512668803185,1.2731249999999998,0,1,0,none
56,56,3,SocialCorridorWorld,social_affective_direct,medium,possessor,GET,0.4999999999999998,0.6773437499999998,0.5521874999999998,0.022656250000000155,0.605,0.6276562500000001,-0.05218750000000005,0.0,0.6798437500000002,0.8839231238560098,0.68985944766271,0.3998001070251272,2.2458625673551986,1.3109375,1,1,0,none
56,56,4,SocialCorridorWorld,social_affective_direct,medium,possessor,EAT,0.6649999999999998,0.7540039062499998,0.5116796874999998,0.0,0.6399999999999999,0.6399999999999999,0.1533203125,0.0,0.7933203124999999,0.8880199692316973,0.769123656290305,0.5105971718046806,2.2595832125977355,1.3399218750000002,0,1,0,none
56,56,5,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6299999999999998,0.7763769531249998,0.5852539062499998,0.0,0.6749999999999999,0.6749999999999999,0.04474609374999994,0.0,0.7197460937499999,0.8957799850932409,0.8197861878114794,0.6033538766067202,2.3109955362234134,1.3966601562499998,0,1,0,none
56,56,6,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5949999999999998,0.7731884765624998,0.6013769531249997,0.0,0.7,0.7,-0.006376953124999973,0.0,0.7063769531249999,0.8907871252118795,0.8481865627716394,0.676803682456196,2.2181513195827423,1.359873046875,0,1,0,none
56,56,7,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5599999999999997,0.7540942382812497,0.5981884765624998,0.0,0.7,0.7,-0.03818847656250013,0.0,0.7381884765625001,0.8898647241870227,0.8648578273377927,0.7332199259206751,2.1707069631592524,1.3531884765625,0,1,0,none
56,56,8,SocialCorridorWorld,social_affective_direct,medium,possessor,GET,0.5249999999999997,0.7270471191406247,0.5790942382812496,0.0,0.7,0.7,-0.05409423828124993,0.0,0.7540942382812499,0.8920518260483734,0.875735426822025,0.7759745761910801,2.1561133603241496,1.36909423828125,1,0,0,none
56,56,9,SocialCorridorWorld,social_affective_direct,medium,possessor,EAT,0.6899999999999997,0.7960235595703122,0.5520471191406247,0.0,0.7,0.7,0.13795288085937507,0.0,0.837952880859375,0.8931354454324821,0.8826954342662079,0.8079908336136183,2.129625379368494,1.377047119140625,0,0,0,none
56,56,10,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6549999999999997,0.8130117797851559,0.6210235595703122,0.0,0.7,0.7,0.033976440429687504,0.0,0.7339764404296875,0.8987417476607366,0.8891139596240194,0.8323277714167387,2.150427710274199,1.4189764404296876,0,0,0,none
56,56,11,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6199999999999997,0.8040058898925778,0.6380117797851559,0.0,0.7,0.7,-0.018011779785156223,0.0,0.7180117797851562,0.8917637676935988,0.8901738828518512,0.8496816048472725,2.041067361678934,1.3669882202148438,0,0,0,none
56,56,12,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5849999999999996,0.7820029449462886,0.6290058898925779,0.0,0.7,0.7,-0.044005889892578254,0.0,0.7440058898925782,0.890667733395343,0.8903714230692479,0.8618885503138651,1.9940037031543318,1.359005889892578,0,0,0,none
56,56,13,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5499999999999996,0.7535014724731441,0.6070029449462886,0.0,0.7,0.7,-0.05700294494628899,0.0,0.757002944946289,0.8924489141757221,0.8912024195118375,0.8706827110732569,1.9756483030468877,1.3720029449462892,0,0,0,none
56,56,14,SocialCorridorWorld,social_affective_direct,medium,possessor,GET,0.5149999999999996,0.7217507362365718,0.5785014724731441,0.0,0.7,0.7,-0.06350147247314453,0.0,0.7635014724731445,0.8933328990613382,0.8920546113316378,0.8770942811507711,1.9488577261023725,1.3785014724731446,1,0,0,none
56,56,15,SocialCorridorWorld,social_affective_direct,medium,possessor,EAT,0.6799999999999995,0.7883753681182857,0.5467507362365718,0.0,0.7,0.7,0.13324926376342772,0.0,0.8332492637634277,0.8937732543999841,0.8927420685589764,0.8817886173732328,1.9182245706915855,1.3817507362365722,0,0,0,none
56,56,16,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6449999999999995,0.8041876840591426,0.6133753681182856,0.0,0.7,0.7,0.03162463188171383,0.0,0.7316246318817138,0.8984319582173628,0.8950180244223309,0.8857574394879622,1.9275797634422027,1.4166246318817137,0,0,0,none
56,56,17,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6099999999999994,0.7945938420295711,0.6291876840591426,0.0,0.7,0.7,-0.019187684059143173,0.0,0.7191876840591431,0.8916027272725797,0.8936519055624303,0.8881257793103026,1.8306791739399282,1.3658123159408568,0,0,0,none
57,57,0,SocialCorridorWorld,social_affective_direct,medium,possessor,LEFT,0.6449999999999999,0.7349999999999999,0.575,0.0,0.49999999999999994,0.49999999999999994,0.06999999999999995,1.1102230246251565e-16,0.5699999999999998,0.5,0.2,0.06000000000000001,1.0,1.0,0,1,0,none
57,57,1,SocialCorridorWorld,social_affective_direct,medium,possessor,LEFT,0.5899999999999999,0.7293749999999999,0.6012499999999998,0.0,0.5349999999999999,0.5349999999999999,-0.011249999999999982,0.0,0.5462499999999999,0.6279031187790312,0.37116124751161245,0.15334837425348374,2.2469759999999996,1.285,0,1,0,none
57,57,2,SocialCorridorWorld,social_affective_direct,medium,possessor,LEFT,0.5349999999999998,0.7034374999999998,0.5868749999999999,0.0,0.57,0.57,-0.051875000000000115,0.0,0.6218750000000001,0.8444672875671899,0.5604836635338435,0.2754889610375917,2.211512668803185,1.2731249999999998,0,1,0,none
57,57,3,SocialCorridorWorld,social_affective_direct,medium,possessor,GET,0.4999999999999998,0.6773437499999998,0.5521874999999998,0.022656250000000155,0.605,0.6276562500000001,-0.05218750000000005,0.0,0.6798437500000002,0.8839231238560098,0.68985944766271,0.3998001070251272,2.2458625673551986,1.3109375,1,1,0,none
57,57,4,SocialCorridorWorld,social_affective_direct,medium,possessor,EAT,0.6649999999999998,0.7540039062499998,0.5116796874999998,0.0,0.6399999999999999,0.6399999999999999,0.1533203125,0.0,0.7933203124999999,0.8880199692316973,0.769123656290305,0.5105971718046806,2.2595832125977355,1.3399218750000002,0,1,0,none
57,57,5,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6299999999999998,0.7763769531249998,0.5852539062499998,0.0,0.6749999999999999,0.6749999999999999,0.04474609374999994,0.0,0.7197460937499999,0.8957799850932409,0.8197861878114794,0.6033538766067202,2.3109955362234134,1.3966601562499998,0,1,0,none
57,57,6,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5949999999999998,0.7731884765624998,0.6013769531249997,0.0,0.7,0.7,-0.006376953124999973,0.0,0.7063769531249999,0.8907871252118795,0.8481865627716394,0.676803682456196,2.2181513195827423,1.359873046875,0,1,0,none
57,57,7,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5599999999999997,0.7540942382812497,0.5981884765624998,0.0,0.7,0.7,-0.03818847656250013,0.0,0.7381884765625001,0.8898647241870227,0.8648578273377927,0.7332199259206751,2.1707069631592524,1.3531884765625,0,1,0,none
57,57,8,SocialCorridorWorld,social_affective_direct,medium,possessor,GET,0.5249999999999997,0.7270471191406247,0.5790942382812496,0.0,0.7,0.7,-0.05409423828124993,0.0,0.7540942382812499,0.8920518260483734,0.875735426822025,0.7759745761910801,2.1561133603241496,1.36909423828125,1,0,0,none
57,57,9,SocialCorridorWorld,social_affective_direct,medium,possessor,EAT,0.6899999999999997,0.7960235595703122,0.5520471191406247,0.0,0.7,0.7,0.13795288085937507,0.0,0.837952880859375,0.8931354454324821,0.8826954342662079,0.8079908336136183,2.129625379368494,1.377047119140625,0,0,0,none
57,57,10,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6549999999999997,0.8130117797851559,0.6210235595703122,0.0,0.7,0.7,0.033976440429687504,0.0,0.7339764404296875,0.8987417476607366,0.8891139596240194,0.8323277714167387,2.150427710274199,1.4189764404296876,0,0,0,none
57,57,11,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6199999999999997,0.8040058898925778,0.6380117797851559,0.0,0.7,0.7,-0.018011779785156223,0.0,0.7180117797851562,0.8917637676935988,0.8901738828518512,0.8496816048472725,2.041067361678934,1.3669882202148438,0,0,0,none
57,57,12,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5849999999999996,0.7820029449462886,0.6290058898925779,0.0,0.7,0.7,-0.044005889892578254,0.0,0.7440058898925782,0.890667733395343,0.8903714230692479,0.8618885503138651,1.9940037031543318,1.359005889892578,0,0,0,none
57,57,13,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5499999999999996,0.7535014724731441,0.6070029449462886,0.0,0.7,0.7,-0.05700294494628899,0.0,0.757002944946289,0.8924489141757221,0.8912024195118375,0.8706827110732569,1.9756483030468877,1.3720029449462892,0,0,0,none
57,57,14,SocialCorridorWorld,social_affective_direct,medium,possessor,GET,0.5149999999999996,0.7217507362365718,0.5785014724731441,0.0,0.7,0.7,-0.06350147247314453,0.0,0.7635014724731445,0.8933328990613382,0.8920546113316378,0.8770942811507711,1.9488577261023725,1.3785014724731446,1,0,0,none
57,57,15,SocialCorridorWorld,social_affective_direct,medium,possessor,EAT,0.6799999999999995,0.7883753681182857,0.5467507362365718,0.0,0.7,0.7,0.13324926376342772,0.0,0.8332492637634277,0.8937732543999841,0.8927420685589764,0.8817886173732328,1.9182245706915855,1.3817507362365722,0,0,0,none
57,57,16,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6449999999999995,0.8041876840591426,0.6133753681182856,0.0,0.7,0.7,0.03162463188171383,0.0,0.7316246318817138,0.8984319582173628,0.8950180244223309,0.8857574394879622,1.9275797634422027,1.4166246318817137,0,0,0,none
57,57,17,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6099999999999994,0.7945938420295711,0.6291876840591426,0.0,0.7,0.7,-0.019187684059143173,0.0,0.7191876840591431,0.8916027272725797,0.8936519055624303,0.8881257793103026,1.8306791739399282,1.3658123159408568,0,0,0,none
58,58,0,SocialCorridorWorld,social_affective_direct,medium,possessor,LEFT,0.6449999999999999,0.7349999999999999,0.575,0.0,0.49999999999999994,0.49999999999999994,0.06999999999999995,1.1102230246251565e-16,0.5699999999999998,0.5,0.2,0.06000000000000001,1.0,1.0,0,1,0,none
58,58,1,SocialCorridorWorld,social_affective_direct,medium,possessor,LEFT,0.5899999999999999,0.7293749999999999,0.6012499999999998,0.0,0.5349999999999999,0.5349999999999999,-0.011249999999999982,0.0,0.5462499999999999,0.6279031187790312,0.37116124751161245,0.15334837425348374,2.2469759999999996,1.285,0,1,0,none
58,58,2,SocialCorridorWorld,social_affective_direct,medium,possessor,LEFT,0.5349999999999998,0.7034374999999998,0.5868749999999999,0.0,0.57,0.57,-0.051875000000000115,0.0,0.6218750000000001,0.8444672875671899,0.5604836635338435,0.2754889610375917,2.211512668803185,1.2731249999999998,0,1,0,none
58,58,3,SocialCorridorWorld,social_affective_direct,medium,possessor,GET,0.4999999999999998,0.6773437499999998,0.5521874999999998,0.022656250000000155,0.605,0.6276562500000001,-0.05218750000000005,0.0,0.6798437500000002,0.8839231238560098,0.68985944766271,0.3998001070251272,2.2458625673551986,1.3109375,1,1,0,none
58,58,4,SocialCorridorWorld,social_affective_direct,medium,possessor,EAT,0.6649999999999998,0.7540039062499998,0.5116796874999998,0.0,0.6399999999999999,0.6399999999999999,0.1533203125,0.0,0.7933203124999999,0.8880199692316973,0.769123656290305,0.5105971718046806,2.2595832125977355,1.3399218750000002,0,1,0,none
58,58,5,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6299999999999998,0.7763769531249998,0.5852539062499998,0.0,0.6749999999999999,0.6749999999999999,0.04474609374999994,0.0,0.7197460937499999,0.8957799850932409,0.8197861878114794,0.6033538766067202,2.3109955362234134,1.3966601562499998,0,1,0,none
58,58,6,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5949999999999998,0.7731884765624998,0.6013769531249997,0.0,0.7,0.7,-0.006376953124999973,0.0,0.7063769531249999,0.8907871252118795,0.8481865627716394,0.676803682456196,2.2181513195827423,1.359873046875,0,1,0,none
58,58,7,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5599999999999997,0.7540942382812497,0.5981884765624998,0.0,0.7,0.7,-0.03818847656250013,0.0,0.7381884765625001,0.8898647241870227,0.8648578273377927,0.7332199259206751,2.1707069631592524,1.3531884765625,0,1,0,none
58,58,8,SocialCorridorWorld,social_affective_direct,medium,possessor,GET,0.5249999999999997,0.7270471191406247,0.5790942382812496,0.0,0.7,0.7,-0.05409423828124993,0.0,0.7540942382812499,0.8920518260483734,0.875735426822025,0.7759745761910801,2.1561133603241496,1.36909423828125,1,0,0,none
58,58,9,SocialCorridorWorld,social_affective_direct,medium,possessor,EAT,0.6899999999999997,0.7960235595703122,0.5520471191406247,0.0,0.7,0.7,0.13795288085937507,0.0,0.837952880859375,0.8931354454324821,0.8826954342662079,0.8079908336136183,2.129625379368494,1.377047119140625,0,0,0,none
58,58,10,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6549999999999997,0.8130117797851559,0.6210235595703122,0.0,0.7,0.7,0.033976440429687504,0.0,0.7339764404296875,0.8987417476607366,0.8891139596240194,0.8323277714167387,2.150427710274199,1.4189764404296876,0,0,0,none
58,58,11,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6199999999999997,0.8040058898925778,0.6380117797851559,0.0,0.7,0.7,-0.018011779785156223,0.0,0.7180117797851562,0.8917637676935988,0.8901738828518512,0.8496816048472725,2.041067361678934,1.3669882202148438,0,0,0,none
58,58,12,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5849999999999996,0.7820029449462886,0.6290058898925779,0.0,0.7,0.7,-0.044005889892578254,0.0,0.7440058898925782,0.890667733395343,0.8903714230692479,0.8618885503138651,1.9940037031543318,1.359005889892578,0,0,0,none
58,58,13,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5499999999999996,0.7535014724731441,0.6070029449462886,0.0,0.7,0.7,-0.05700294494628899,0.0,0.757002944946289,0.8924489141757221,0.8912024195118375,0.8706827110732569,1.9756483030468877,1.3720029449462892,0,0,0,none
58,58,14,SocialCorridorWorld,social_affective_direct,medium,possessor,GET,0.5149999999999996,0.7217507362365718,0.5785014724731441,0.0,0.7,0.7,-0.06350147247314453,0.0,0.7635014724731445,0.8933328990613382,0.8920546113316378,0.8770942811507711,1.9488577261023725,1.3785014724731446,1,0,0,none
58,58,15,SocialCorridorWorld,social_affective_direct,medium,possessor,EAT,0.6799999999999995,0.7883753681182857,0.5467507362365718,0.0,0.7,0.7,0.13324926376342772,0.0,0.8332492637634277,0.8937732543999841,0.8927420685589764,0.8817886173732328,1.9182245706915855,1.3817507362365722,0,0,0,none
58,58,16,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6449999999999995,0.8041876840591426,0.6133753681182856,0.0,0.7,0.7,0.03162463188171383,0.0,0.7316246318817138,0.8984319582173628,0.8950180244223309,0.8857574394879622,1.9275797634422027,1.4166246318817137,0,0,0,none
58,58,17,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6099999999999994,0.7945938420295711,0.6291876840591426,0.0,0.7,0.7,-0.019187684059143173,0.0,0.7191876840591431,0.8916027272725797,0.8936519055624303,0.8881257793103026,1.8306791739399282,1.3658123159408568,0,0,0,none
59,59,0,SocialCorridorWorld,social_affective_direct,medium,possessor,LEFT,0.6449999999999999,0.7349999999999999,0.575,0.0,0.49999999999999994,0.49999999999999994,0.06999999999999995,1.1102230246251565e-16,0.5699999999999998,0.5,0.2,0.06000000000000001,1.0,1.0,0,1,0,none
59,59,1,SocialCorridorWorld,social_affective_direct,medium,possessor,LEFT,0.5899999999999999,0.7293749999999999,0.6012499999999998,0.0,0.5349999999999999,0.5349999999999999,-0.011249999999999982,0.0,0.5462499999999999,0.6279031187790312,0.37116124751161245,0.15334837425348374,2.2469759999999996,1.285,0,1,0,none
59,59,2,SocialCorridorWorld,social_affective_direct,medium,possessor,LEFT,0.5349999999999998,0.7034374999999998,0.5868749999999999,0.0,0.57,0.57,-0.051875000000000115,0.0,0.6218750000000001,0.8444672875671899,0.5604836635338435,0.2754889610375917,2.211512668803185,1.2731249999999998,0,1,0,none
59,59,3,SocialCorridorWorld,social_affective_direct,medium,possessor,GET,0.4999999999999998,0.6773437499999998,0.5521874999999998,0.022656250000000155,0.605,0.6276562500000001,-0.05218750000000005,0.0,0.6798437500000002,0.8839231238560098,0.68985944766271,0.3998001070251272,2.2458625673551986,1.3109375,1,1,0,none
59,59,4,SocialCorridorWorld,social_affective_direct,medium,possessor,EAT,0.6649999999999998,0.7540039062499998,0.5116796874999998,0.0,0.6399999999999999,0.6399999999999999,0.1533203125,0.0,0.7933203124999999,0.8880199692316973,0.769123656290305,0.5105971718046806,2.2595832125977355,1.3399218750000002,0,1,0,none
59,59,5,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6299999999999998,0.7763769531249998,0.5852539062499998,0.0,0.6749999999999999,0.6749999999999999,0.04474609374999994,0.0,0.7197460937499999,0.8957799850932409,0.8197861878114794,0.6033538766067202,2.3109955362234134,1.3966601562499998,0,1,0,none
59,59,6,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5949999999999998,0.7731884765624998,0.6013769531249997,0.0,0.7,0.7,-0.006376953124999973,0.0,0.7063769531249999,0.8907871252118795,0.8481865627716394,0.676803682456196,2.2181513195827423,1.359873046875,0,1,0,none
59,59,7,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.5599999999999997,0.7540942382812497,0.5981884765624998,0.0,0.7,0.7,-0.03818847656250013,0.0,0.7381884765625001,0.8898647241870227,0.8648578273377927,0.7332199259206751,2.1707069631592524,1.3531884765625,0,1,0,none
59,59,8,SocialCorridorWorld,social_affective_direct,medium,possessor,GET,0.5249999999999997,0.7270471191406247,0.5790942382812496,0.0,0.7,0.7,-0.05409423828124993,0.0,0.7540942382812499,0.8920518260483734,0.875735426822025,0.7759745761910801,2.1561133603241496,1.36909423828125,1,0,0,none
59,59,9,SocialCorridorWorld,social_affective_direct,medium,possessor,EAT,0.6899999999999997,0.7960235595703122,0.5520471191406247,0.0,0.7,0.7,0.13795288085937507,0.0,0.837952880859375,0.8931354454324821,0.8826954342662079,0.8079908336136183,2.129625379368494,1.377047119140625,0,0,0,none
59,59,10,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6549999999999997,0.8130117797851559,0.6210235595703122,0.0,0.7,0.7,0.033976440429687504,0.0,0.7339764404296875,0.8987417476607366,0.8891139596240194,0.8323277714167387,2.150427710274199,1.4189764404296876,0,0,0,none
59,59,11,SocialCorridorWorld,social_affective_direct,medium,possessor,STAY,0.6199999999999997,0.8040058898925778,0.6380117797851559,0.0,0.7,0.7,-0.018011779785156223,0.0,0.7180117797851562,0.8917637676935988,0.8901738828518512,0.8496816048472725,2.041067361678934,1.3669882202148438,0,0,0,none
